what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1355109678578
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1355109678578
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1355109678578
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1355109678593
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1355109678593
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1355109678593
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1355109678593
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1355109678593
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1355109678593
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1355109678593
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1355109678593
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1355109678593
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1355109678593
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1355109678593
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1355109678593
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1355109678593
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1355109678593
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1355109678593
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1355109678593
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1355109678593
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1355109678593
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1355109678593
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1355109678593
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1355109678593
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1355109678609
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1355109678609
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1355109678609
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1355109678609
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1355109678609
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1355109678609
started,bundle,com.altera.sbtgui.integration,12.0.0.263,"com.altera.sbtgui.integration",1355109678609
started,bundle,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch",1355109678609
started,bundle,com.altera.sbtgui.project,12.0.0.263,"com.altera.sbtgui.project",1355109678609
started,bundle,com.altera.systemconsole,12.0.0.263,"com.altera.systemconsole",1355109678609
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.263,"com.altera.systemconsole.designs.plugin",1355109678609
started,bundle,com.altera.systemconsole.scripting,12.0.0.263,"com.altera.systemconsole.scripting",1355109678609
started,bundle,com.altera.utilities,12.0.0.263,"com.altera.utilities",1355109678609
os,sysinfo,,,"win32",1355109678609
arch,sysinfo,,,"x86",1355109678609
ws,sysinfo,,,"win32",1355109678609
locale,sysinfo,,,"zh_CN",1355109678609
processors,sysinfo,,,"2",1355109678609
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1355109678609
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1355109678609
java.specification.name,sysinfo,,,"Java Platform API Specification",1355109678609
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1355109678609
java.specification.version,sysinfo,,,"1.6",1355109678609
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1355109678609
java.version,sysinfo,,,"1.6.0_23",1355109678609
java.vm.info,sysinfo,,,"mixed mode",1355109678609
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1355109678609
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1355109678609
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1355109678609
java.vm.specification.version,sysinfo,,,"1.0",1355109678609
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1355109678609
java.vm.version,sysinfo,,,"19.0-b09",1355109678609
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1355109678734
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1355109679640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109680218
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109683109
started,bundle,com.altera.sbtgui.core,12.0.0.263,"com.altera.sbtgui.core",1355109684859
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1355109684921
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1355109685593
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1355109685625
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1355109685625
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1355109687859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109687890
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109691937
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1355109694859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109695140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109717156
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1355109717265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109742156
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109742734
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1355109742750
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109755890
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109755890
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109755984
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109765531
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109769468
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109769468
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109769578
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109792937
started,bundle,com.altera.sbtgui.flash.plugin,12.0.0.263,"com.altera.sbtgui.flash.plugin",1355109794828
executed,command,com.altera.sbtgui.flash.plugin,12.0.0.263,"com.altera.sbtgui.flash.plugin.commands.flashCommand",1355109794828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109795078
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109811562
executed,command,com.altera.sbtgui.flash.plugin,12.0.0.263,"com.altera.sbtgui.flash.plugin.commands.flashCommand",1355109813453
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109813703
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109873640
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1355109880578
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109882546
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109889687
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109894859
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109894875
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109894953
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109933328
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1355109933921
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109939796
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109940718
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1355109940781
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1355109940812
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1355109941000
stopped,bundle,com.altera.debug.cdi.gdb.plugin,12.0.0.263,"com.altera.debug.cdi.gdb.plugin",1355109941000
stopped,bundle,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch",1355109941015
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1355109941015
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1355109941015
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1355109941015
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1355109941015
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1355109941015
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201009141542,"org.eclipse.cdt.gdb.ui",1355109941015
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1358219573437
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1358219573437
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1358219573453
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1358219573484
started,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1358219573484
started,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1358219573515
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1358219573515
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1358219573546
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1358219573562
started,bundle,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui",1358219573562
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1358219573578
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1358219573593
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1358219573625
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1358219573640
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1358219573671
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1358219573703
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1358219573718
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1358219573718
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1358219573781
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1358219573781
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1358219573812
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1358219573859
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1358219573859
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1358219573859
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1358219573890
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1358219573890
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1358219574062
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1358219574078
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1358219574078
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1358219574109
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1358219574109
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1358219574109
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1358219574109
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1358219574140
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1358219574156
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1358219574171
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1358219574187
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1358219574187
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1358219574203
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1358219574203
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1358219574203
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1358219574234
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1358219574234
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1358219574234
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1358219574234
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1358219574250
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1358219574265
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1358219574281
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1358219574296
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1358219574296
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1358219574312
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1358219574312
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1358219574328
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1358219574328
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1358219574343
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1358219574359
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1358219574375
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1358219574375
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1358219574390
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1358219574390
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1358219574390
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1358219574406
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1358219574406
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1358219574421
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1358219574437
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1358219574437
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1358219574468
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1358219574484
started,bundle,com.altera.sbtgui.project,12.0.0.263,"com.altera.sbtgui.project",1358219574500
os,sysinfo,,,"win32",1358219574500
arch,sysinfo,,,"x86",1358219574500
ws,sysinfo,,,"win32",1358219574500
locale,sysinfo,,,"zh_CN",1358219574500
processors,sysinfo,,,"2",1358219574500
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1358219574500
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1358219574500
java.specification.name,sysinfo,,,"Java Platform API Specification",1358219574500
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1358219574500
java.specification.version,sysinfo,,,"1.6",1358219574500
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1358219574500
java.version,sysinfo,,,"1.6.0_23",1358219574500
java.vm.info,sysinfo,,,"mixed mode",1358219574500
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1358219574500
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1358219574500
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1358219574500
java.vm.specification.version,sysinfo,,,"1.0",1358219574500
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1358219574500
java.vm.version,sysinfo,,,"19.0-b09",1358219574500
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1358219574765
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1358219574796
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1358219574937
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1358219574953
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1358219574984
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1358219575171
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1358219575281
started,bundle,com.altera.sbtgui.integration,12.0.0.263,"com.altera.sbtgui.integration",1358219575500
started,bundle,com.altera.systemconsole,12.0.0.263,"com.altera.systemconsole",1358219575531
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1358219575578
started,bundle,com.altera.utilities,12.0.0.263,"com.altera.utilities",1358219575734
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.263,"com.altera.systemconsole.designs.plugin",1358219575765
started,bundle,com.altera.systemconsole.scripting,12.0.0.263,"com.altera.systemconsole.scripting",1358219576437
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358219576671
started,bundle,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch",1358219577687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358219578609
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1358219580390
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1358219584296
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358219703125
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358220258812
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358220259765
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358220300234
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358220526296
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358222102953
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358222103281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358222108578
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1358222109953
started,bundle,com.altera.sbtgui.core,12.0.0.263,"com.altera.sbtgui.core",1358222110578
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1358222110828
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1358222111796
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1358222112015
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1358222112046
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1358222114906
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358222114968
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358222129203
started,bundle,com.altera.sbtgui.flash.plugin,12.0.0.263,"com.altera.sbtgui.flash.plugin",1358222131296
executed,command,com.altera.sbtgui.flash.plugin,12.0.0.263,"com.altera.sbtgui.flash.plugin.commands.flashCommand",1358222131312
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358222131562
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358222180265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358222181250
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358222181265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358222181390
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358222658171
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358222659609
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358222660734
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1358222660890
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1358222661000
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1358222661656
stopped,bundle,com.altera.debug.cdi.gdb.plugin,12.0.0.263,"com.altera.debug.cdi.gdb.plugin",1358222661687
stopped,bundle,com.altera.sbtgui.launch,12.0.0.263,"com.altera.sbtgui.launch",1358222661687
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1358222661703
