what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1345192177640
started,bundle,com.altera.debug.cdi.gdb.plugin,12.0.0.232,"com.altera.debug.cdi.gdb.plugin",1345192181687
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192181750
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192193109
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1345192193140
opened,view,com.altera.sbtgui.launch,12.0.0.232,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1345192200046
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1345192200546
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1345192200562
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1345192200562
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1345192200562
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1345192200562
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=0x81018] return code: 4, 'other error'",1345192204250
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0x81018, /cygdrive/d/My_First_NiosII/software/My_First_NiosII/My_First_NiosII.elf] return code: 4, 'other error'",1345192209500
error,log,,,"Downloading ELF Process failed",1345192209500
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192209515
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192211125
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1345192211781
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192214562
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192227343
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192228687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192230781
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1345192230859
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192230921
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1345192231078
stopped,bundle,com.altera.debug.cdi.gdb.plugin,12.0.0.232,"com.altera.debug.cdi.gdb.plugin",1345192231078
stopped,bundle,com.altera.sbtgui.launch,12.0.0.232,"com.altera.sbtgui.launch",1345192231078
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1345192231078
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1345192231078
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1345192231078
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1345192231078
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1345192231078
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201009141542,"org.eclipse.cdt.gdb.ui",1345192231078
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1345192231078
stopped,bundle,com.altera.sbtgui.ui,12.0.0.232,"com.altera.sbtgui.ui",1345192231078
stopped,bundle,com.altera.sbtgui.project,12.0.0.232,"com.altera.sbtgui.project",1345192231078
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1345192231078
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1345192231078
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.traditional",1345192231078
stopped,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1345192231078
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1345192231078
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.ui",1345192231078
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1345192231078
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1345192231078
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1345192231078
stopped,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1345192231078
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1345192231078
stopped,bundle,com.altera.sbtgui.flash.plugin,12.0.0.232,"com.altera.sbtgui.flash.plugin",1345192231078
stopped,bundle,com.altera.sbtgui.gprof,12.0.0.232,"com.altera.sbtgui.gprof",1345192231078
stopped,bundle,com.altera.sbtgui.core,12.0.0.232,"com.altera.sbtgui.core",1345192231078
stopped,bundle,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui",1345192231078
stopped,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1345192231078
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1345192231078
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1345192231078
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1345192231093
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1345192231093
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1345192231093
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1345192231093
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1345192231093
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1345192231093
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1345192231093
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1345192231093
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1345192231093
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.help.ui",1345192231093
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1345192231093
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1345192231093
stopped,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1345192231093
stopped,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1345192231093
stopped,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1345192231093
stopped,bundle,org.eclipse.cdt.debug.ui.memory.transport,2.1.0.201009141542,"org.eclipse.cdt.debug.ui.memory.transport",1345192231093
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1345192231093
stopped,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1345192231093
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1345192580906
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1345192580906
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1345192580906
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1345192580906
started,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1345192580906
started,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1345192580906
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1345192580906
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1345192580906
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1345192580906
started,bundle,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui",1345192580906
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1345192580906
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1345192580906
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1345192580906
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1345192580906
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1345192580906
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1345192580921
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1345192580921
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1345192580921
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1345192580921
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1345192580921
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1345192580921
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1345192580921
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1345192580921
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1345192580921
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1345192580921
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1345192580921
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1345192580921
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1345192580921
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1345192580921
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1345192580921
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1345192580921
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1345192580921
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1345192580921
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1345192580921
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1345192580921
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1345192580921
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1345192580921
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1345192580921
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1345192580921
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1345192580921
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1345192580921
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1345192580921
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1345192580921
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1345192580921
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1345192580921
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1345192580921
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1345192580921
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1345192580921
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1345192580921
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1345192580921
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1345192580921
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1345192580921
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1345192580937
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1345192580937
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1345192580937
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1345192580937
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1345192580937
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1345192580937
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1345192580937
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1345192580937
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1345192580937
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1345192580937
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1345192580937
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1345192580937
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1345192580937
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1345192580937
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1345192580937
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1345192580937
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1345192580937
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1345192580937
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1345192580953
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1345192580953
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1345192580953
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1345192580953
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1345192580953
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1345192580953
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1345192580953
started,bundle,com.altera.sbtgui.integration,12.0.0.232,"com.altera.sbtgui.integration",1345192580953
started,bundle,com.altera.sbtgui.project,12.0.0.232,"com.altera.sbtgui.project",1345192580953
started,bundle,com.altera.systemconsole,12.0.0.232,"com.altera.systemconsole",1345192580953
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.232,"com.altera.systemconsole.designs.plugin",1345192580953
started,bundle,com.altera.systemconsole.scripting,12.0.0.232,"com.altera.systemconsole.scripting",1345192580953
started,bundle,com.altera.utilities,12.0.0.232,"com.altera.utilities",1345192580953
os,sysinfo,,,"win32",1345192580953
arch,sysinfo,,,"x86",1345192580953
ws,sysinfo,,,"win32",1345192580953
locale,sysinfo,,,"zh_CN",1345192580953
processors,sysinfo,,,"2",1345192580953
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1345192580953
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1345192580953
java.specification.name,sysinfo,,,"Java Platform API Specification",1345192580953
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1345192580953
java.specification.version,sysinfo,,,"1.6",1345192580953
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1345192580953
java.version,sysinfo,,,"1.6.0_23",1345192580953
java.vm.info,sysinfo,,,"mixed mode",1345192580953
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1345192580953
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1345192580953
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1345192580953
java.vm.specification.version,sysinfo,,,"1.0",1345192580953
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1345192580953
java.vm.version,sysinfo,,,"19.0-b09",1345192580953
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1345192581281
started,bundle,com.altera.sbtgui.launch,12.0.0.232,"com.altera.sbtgui.launch",1345192581718
started,bundle,com.altera.sbtgui.core,12.0.0.232,"com.altera.sbtgui.core",1345192583109
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1345192583359
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1345192583859
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1345192583890
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1345192583890
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1345192586171
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192586187
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192589453
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1345192598046
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192598328
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192612875
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192617281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192619562
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1345192622359
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1345192622375
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1345192624640
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1345192624640
opened,view,com.altera.sbtgui.launch,12.0.0.232,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1345192628593
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1345192629156
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1345192629171
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192639828
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192937046
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1345192938906
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192939187
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192943078
activated,view,com.altera.sbtgui.launch,12.0.0.232,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1345192946062
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1345192946062
closed,view,com.altera.sbtgui.launch,12.0.0.232,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1345192946078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345192951421
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193014984
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1345193017312
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1345193017375
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193021578
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193063140
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1345193064843
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1345193068296
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193080140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193109609
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193113906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193115171
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1345193117156
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1345193120828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193121093
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193124828
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1345193127625
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193129921
