what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193453453
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193475046
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1345193475984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193480890
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193509375
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193510421
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193513312
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193514453
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193529312
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193530562
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193557406
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193559093
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193569078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193571312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193609609
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345193610750
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345194157265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345194162250
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345198540750
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345198542265
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345198543421
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1345198543500
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1345198544031
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1345198544187
stopped,bundle,com.altera.debug.cdi.gdb.plugin,12.0.0.232,"com.altera.debug.cdi.gdb.plugin",1345198544187
stopped,bundle,com.altera.sbtgui.launch,12.0.0.232,"com.altera.sbtgui.launch",1345198545187
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1345198545187
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1345198545187
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1345198545187
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1345198545187
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.1.201009141542,"org.eclipse.cdt.dsf.ui",1345198545187
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201009141542,"org.eclipse.cdt.gdb.ui",1345198545187
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1345198545187
stopped,bundle,com.altera.sbtgui.ui,12.0.0.232,"com.altera.sbtgui.ui",1345198545187
stopped,bundle,com.altera.sbtgui.project,12.0.0.232,"com.altera.sbtgui.project",1345198545187
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1345198545187
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1345198545187
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.traditional",1345198545187
stopped,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1345198545187
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1345198545187
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.ui",1345198545187
stopped,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1345198545187
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1345198545187
stopped,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1345198545187
stopped,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1345198545187
stopped,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1345198545187
stopped,bundle,com.altera.sbtgui.flash.plugin,12.0.0.232,"com.altera.sbtgui.flash.plugin",1345198545187
stopped,bundle,com.altera.sbtgui.gprof,12.0.0.232,"com.altera.sbtgui.gprof",1345198545187
stopped,bundle,com.altera.sbtgui.core,12.0.0.232,"com.altera.sbtgui.core",1345198545187
stopped,bundle,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui",1345198545187
stopped,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1345198545187
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1345198545187
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1345198545187
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1345198545203
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1345198545203
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1345198545203
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1345198545203
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1345198545203
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1345198545203
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1345198545203
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1345198545203
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1345198545203
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.help.ui",1345198545203
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1345198545203
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1345198545203
stopped,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1345198545203
stopped,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1345198545203
stopped,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1345198545203
stopped,bundle,org.eclipse.cdt.debug.ui.memory.transport,2.1.0.201009141542,"org.eclipse.cdt.debug.ui.memory.transport",1345198545203
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1345198545203
stopped,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1345198545203
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1347439464750
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1347439464750
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1347439464781
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1347439464953
started,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1347439464953
started,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1347439464984
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1347439465031
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1347439465093
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1347439465125
started,bundle,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui",1347439465125
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1347439465140
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1347439465140
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1347439465187
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1347439465218
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1347439465250
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1347439465281
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1347439465281
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1347439465296
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1347439465296
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1347439465328
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1347439465328
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1347439465343
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1347439465375
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1347439465375
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1347439465406
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1347439465406
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1347439465406
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1347439465406
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1347439465406
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1347439465421
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1347439465437
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1347439465453
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1347439465453
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1347439465468
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1347439465468
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1347439465468
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1347439465468
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1347439465484
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1347439465500
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1347439465500
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1347439465500
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1347439465531
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1347439465546
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1347439465546
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1347439465562
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1347439465578
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1347439465593
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1347439465609
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1347439465640
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1347439465640
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1347439465640
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1347439465640
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1347439465656
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1347439465656
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1347439465671
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1347439465671
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1347439465687
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1347439465703
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1347439465703
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1347439465703
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1347439465718
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1347439465734
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1347439465734
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1347439465750
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1347439465765
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1347439465765
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1347439465781
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1347439465796
started,bundle,com.altera.sbtgui.project,12.0.0.232,"com.altera.sbtgui.project",1347439465812
os,sysinfo,,,"win32",1347439465812
arch,sysinfo,,,"x86",1347439465812
ws,sysinfo,,,"win32",1347439465812
locale,sysinfo,,,"zh_CN",1347439465812
processors,sysinfo,,,"2",1347439465812
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1347439465812
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1347439465812
java.specification.name,sysinfo,,,"Java Platform API Specification",1347439465812
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1347439465812
java.specification.version,sysinfo,,,"1.6",1347439465812
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1347439465812
java.version,sysinfo,,,"1.6.0_23",1347439465812
java.vm.info,sysinfo,,,"mixed mode",1347439465812
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1347439465812
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1347439465812
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1347439465812
java.vm.specification.version,sysinfo,,,"1.0",1347439465812
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1347439465812
java.vm.version,sysinfo,,,"19.0-b09",1347439465812
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1347439465984
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1347439466000
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1347439466109
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1347439466109
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1347439466140
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1347439466312
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1347439466328
started,bundle,com.altera.sbtgui.integration,12.0.0.232,"com.altera.sbtgui.integration",1347439466546
started,bundle,com.altera.systemconsole,12.0.0.232,"com.altera.systemconsole",1347439466593
started,bundle,com.altera.utilities,12.0.0.232,"com.altera.utilities",1347439466671
started,bundle,com.altera.systemconsole.designs.plugin,12.0.0.232,"com.altera.systemconsole.designs.plugin",1347439466671
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1347439466859
started,bundle,com.altera.systemconsole.scripting,12.0.0.232,"com.altera.systemconsole.scripting",1347439467015
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347439467796
started,bundle,com.altera.sbtgui.launch,12.0.0.232,"com.altera.sbtgui.launch",1347439467921
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347439480750
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347439486031
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347439487328
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1347439488406
started,bundle,com.altera.sbtgui.core,12.0.0.232,"com.altera.sbtgui.core",1347439488734
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1347439488968
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1347439489515
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1347439489703
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1347439489718
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1347439496437
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347439496500
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1347439496671
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347439543890
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347439544859
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347439559328
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347439560234
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347439596609
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347439598750
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347439599984
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347439617406
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347439628140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347439628593
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347439657500
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347439663046
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347440377781
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347440378109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347440378203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347440378828
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347440379812
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1347440379953
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1347440380281
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1347440380687
stopped,bundle,com.altera.debug.cdi.gdb.plugin,12.0.0.232,"com.altera.debug.cdi.gdb.plugin",1347440380703
stopped,bundle,com.altera.sbtgui.launch,12.0.0.232,"com.altera.sbtgui.launch",1347440380703
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1347440380734
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1347440380750
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.search",1347440380750
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201009141542,"org.eclipse.cdt.dsf.gdb.ui",1347440380750
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1355109678546
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1355109678546
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1355109678546
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1355109678546
started,bundle,org.eclipse.cdt.core,5.2.1.201009141542,"org.eclipse.cdt.core",1355109678546
started,bundle,org.eclipse.cdt.make.core,7.0.0.201009141542,"org.eclipse.cdt.make.core",1355109678546
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.ui",1355109678546
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.1.201009141542,"org.eclipse.cdt.managedbuilder.core",1355109678546
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201009141542,"org.eclipse.cdt.managedbuilder.gnu.ui",1355109678546
started,bundle,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui",1355109678546
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1355109678546
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1355109678546
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1355109678546
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1355109678546
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1355109678546
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1355109678546
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1355109678546
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1355109678546
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1355109678546
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1355109678546
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1355109678546
